product_id,product_type,product_name,size,colour,quantity,description,price
307,Shirt,Cuban Collar,M,indigo,58,"A indigo coloured, M sized, Cuban Collar Shirt",105.0
308,Shirt,Cuban Collar,L,indigo,65,"A indigo coloured, L sized, Cuban Collar Shirt",105.0
309,Shirt,Cuban Collar,XL,indigo,53,"A indigo coloured, XL sized, Cuban Collar Shirt",105.0
310,Shirt,Cuban Collar,XS,violet,49,"A violet coloured, XS sized, Cuban Collar Shirt",105.0
311,Shirt,Cuban Collar,S,violet,43,"A violet coloured, S sized, Cuban Collar Shirt",105.0
312,Shirt,Cuban Collar,M,violet,67,"A violet coloured, M sized, Cuban Collar Shirt",105.0
313,Shirt,Cuban Collar,L,violet,78,"A violet coloured, L sized, Cuban Collar Shirt",105.0
314,Shirt,Cuban Collar,XL,violet,44,"A violet coloured, XL sized, Cuban Collar Shirt",105.0
316,Shirt,Mandarin Collar,S,red,48,"A red coloured, S sized, Mandarin Collar Shirt",109.0
317,Shirt,Mandarin Collar,M,red,60,"A red coloured, M sized, Mandarin Collar Shirt",109.0
318,Shirt,Mandarin Collar,L,red,54,"A red coloured, L sized, Mandarin Collar Shirt",109.0
319,Shirt,Mandarin Collar,XL,red,64,"A red coloured, XL sized, Mandarin Collar Shirt",109.0
320,Shirt,Mandarin Collar,XS,orange,68,"A orange coloured, XS sized, Mandarin Collar Shirt",109.0
321,Shirt,Mandarin Collar,S,orange,52,"A orange coloured, S sized, Mandarin Collar Shirt",109.0
322,Shirt,Mandarin Collar,M,orange,78,"A orange coloured, M sized, Mandarin Collar Shirt",109.0
323,Shirt,Mandarin Collar,L,orange,56,"A orange coloured, L sized, Mandarin Collar Shirt",109.0
324,Shirt,Mandarin Collar,XL,orange,59,"A orange coloured, XL sized, Mandarin Collar Shirt",109.0
325,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
326,Shirt,Mandarin Collar,S,yellow,76,"A yellow coloured, S sized, Mandarin Collar Shirt",109.0
327,Shirt,Mandarin Collar,M,yellow,58,"A yellow coloured, M sized, Mandarin Collar Shirt",109.0
328,Shirt,Mandarin Collar,L,yellow,78,"A yellow coloured, L sized, Mandarin Collar Shirt",109.0
329,Shirt,Mandarin Collar,XL,yellow,43,"A yellow coloured, XL sized, Mandarin Collar Shirt",109.0
330,Shirt,Mandarin Collar,XS,green,63,"A green coloured, XS sized, Mandarin Collar Shirt",109.0
331,Shirt,Mandarin Collar,S,green,74,"A green coloured, S sized, Mandarin Collar Shirt",109.0
332,Shirt,Mandarin Collar,M,green,57,"A green coloured, M sized, Mandarin Collar Shirt",109.0
333,Shirt,Mandarin Collar,L,green,67,"A green coloured, L sized, Mandarin Collar Shirt",109.0
334,Shirt,Mandarin Collar,XL,green,79,"A green coloured, XL sized, Mandarin Collar Shirt",109.0
335,Shirt,Mandarin Collar,XS,blue,59,"A blue coloured, XS sized, Mandarin Collar Shirt",109.0
336,Shirt,Mandarin Collar,S,blue,44,"A blue coloured, S sized, Mandarin Collar Shirt",109.0
337,Shirt,Mandarin Collar,M,blue,76,"A blue coloured, M sized, Mandarin Collar Shirt",109.0
338,Shirt,Mandarin Collar,L,blue,68,"A blue coloured, L sized, Mandarin Collar Shirt",109.0
339,Shirt,Mandarin Collar,XL,blue,71,"A blue coloured, XL sized, Mandarin Collar Shirt",109.0
340,Shirt,Mandarin Collar,XS,indigo,80,"A indigo coloured, XS sized, Mandarin Collar Shirt",109.0
341,Shirt,Mandarin Collar,S,indigo,60,"A indigo coloured, S sized, Mandarin Collar Shirt",109.0
342,Shirt,Mandarin Collar,M,indigo,51,"A indigo coloured, M sized, Mandarin Collar Shirt",109.0
343,Shirt,Mandarin Collar,L,indigo,53,"A indigo coloured, L sized, Mandarin Collar Shirt",109.0
344,Shirt,Mandarin Collar,XL,indigo,77,"A indigo coloured, XL sized, Mandarin Collar Shirt",109.0
345,Shirt,Mandarin Collar,XS,violet,52,"A violet coloured, XS sized, Mandarin Collar Shirt",109.0
346,Shirt,Mandarin Collar,S,violet,73,"A violet coloured, S sized, Mandarin Collar Shirt",109.0
347,Shirt,Mandarin Collar,M,violet,76,"A violet coloured, M sized, Mandarin Collar Shirt",109.0
348,Shirt,Mandarin Collar,L,violet,54,"A violet coloured, L sized, Mandarin Collar Shirt",109.0
349,Shirt,Mandarin Collar,XL,violet,71,"A violet coloured, XL sized, Mandarin Collar Shirt",109.0
350,Shirt,Henley,XS,red,62,"A red coloured, XS sized, Henley Shirt",94.0
351,Shirt,Henley,S,red,60,"A red coloured, S sized, Henley Shirt",94.0
352,Shirt,Henley,M,red,52,"A red coloured, M sized, Henley Shirt",94.0
353,Shirt,Henley,L,red,62,"A red coloured, L sized, Henley Shirt",94.0
354,Shirt,Henley,XL,red,59,"A red coloured, XL sized, Henley Shirt",94.0
355,Shirt,Henley,XS,orange,65,"A orange coloured, XS sized, Henley Shirt",94.0
356,Shirt,Henley,S,orange,46,"A orange coloured, S sized, Henley Shirt",94.0
357,Shirt,Henley,M,orange,70,"A orange coloured, M sized, Henley Shirt",94.0
358,Shirt,Henley,L,orange,77,"A orange coloured, L sized, Henley Shirt",94.0
359,Shirt,Henley,XL,orange,52,"A orange coloured, XL sized, Henley Shirt",94.0
360,Shirt,Henley,XS,yellow,42,"A yellow coloured, XS sized, Henley Shirt",94.0
361,Shirt,Henley,S,yellow,70,"A yellow coloured, S sized, Henley Shirt",94.0
362,Shirt,Henley,M,yellow,71,"A yellow coloured, M sized, Henley Shirt",94.0
363,Shirt,Henley,L,yellow,62,"A yellow coloured, L sized, Henley Shirt",94.0
364,Shirt,Henley,XL,yellow,55,"A yellow coloured, XL sized, Henley Shirt",94.0
365,Shirt,Henley,XS,green,61,"A green coloured, XS sized, Henley Shirt",94.0
366,Shirt,Henley,S,green,68,"A green coloured, S sized, Henley Shirt",94.0
367,Shirt,Henley,M,green,65,"A green coloured, M sized, Henley Shirt",94.0
368,Shirt,Henley,L,green,41,"A green coloured, L sized, Henley Shirt",94.0
369,Shirt,Henley,XL,green,64,"A green coloured, XL sized, Henley Shirt",94.0
370,Shirt,Henley,XS,blue,61,"A blue coloured, XS sized, Henley Shirt",94.0
371,Shirt,Henley,S,blue,75,"A blue coloured, S sized, Henley Shirt",94.0
372,Shirt,Henley,M,blue,42,"A blue coloured, M sized, Henley Shirt",94.0
373,Shirt,Henley,L,blue,60,"A blue coloured, L sized, Henley Shirt",94.0
374,Shirt,Henley,XL,blue,75,"A blue coloured, XL sized, Henley Shirt",94.0
375,Shirt,Henley,XS,indigo,58,"A indigo coloured, XS sized, Henley Shirt",94.0
376,Shirt,Henley,S,indigo,45,"A indigo coloured, S sized, Henley Shirt",94.0
377,Shirt,Henley,M,indigo,70,"A indigo coloured, M sized, Henley Shirt",94.0
378,Shirt,Henley,L,indigo,44,"A indigo coloured, L sized, Henley Shirt",94.0
379,Shirt,Henley,XL,indigo,52,"A indigo coloured, XL sized, Henley Shirt",94.0
380,Shirt,Henley,XS,violet,50,"A violet coloured, XS sized, Henley Shirt",94.0
381,Shirt,Henley,S,violet,43,"A violet coloured, S sized, Henley Shirt",94.0
382,Shirt,Henley,M,violet,44,"A violet coloured, M sized, Henley Shirt",94.0
383,Shirt,Henley,L,violet,51,"A violet coloured, L sized, Henley Shirt",94.0
384,Shirt,Henley,XL,violet,77,"A violet coloured, XL sized, Henley Shirt",94.0
385,Shirt,Casual Slim Fit,XS,red,49,"A red coloured, XS sized, Casual Slim Fit Shirt",119.0
386,Shirt,Casual Slim Fit,S,red,50,"A red coloured, S sized, Casual Slim Fit Shirt",119.0
387,Shirt,Casual Slim Fit,M,red,67,"A red coloured, M sized, Casual Slim Fit Shirt",119.0
388,Shirt,Casual Slim Fit,L,red,78,"A red coloured, L sized, Casual Slim Fit Shirt",119.0
389,Shirt,Casual Slim Fit,XL,red,47,"A red coloured, XL sized, Casual Slim Fit Shirt",119.0
390,Shirt,Casual Slim Fit,XS,orange,43,"A orange coloured, XS sized, Casual Slim Fit Shirt",119.0
391,Shirt,Casual Slim Fit,S,orange,54,"A orange coloured, S sized, Casual Slim Fit Shirt",119.0
392,Shirt,Casual Slim Fit,M,orange,47,"A orange coloured, M sized, Casual Slim Fit Shirt",119.0
393,Shirt,Casual Slim Fit,L,orange,76,"A orange coloured, L sized, Casual Slim Fit Shirt",119.0
394,Shirt,Casual Slim Fit,XL,orange,53,"A orange coloured, XL sized, Casual Slim Fit Shirt",119.0
395,Shirt,Casual Slim Fit,XS,yellow,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",119.0
396,Shirt,Casual Slim Fit,S,yellow,45,"A yellow coloured, S sized, Casual Slim Fit Shirt",119.0
397,Shirt,Casual Slim Fit,M,yellow,76,"A yellow coloured, M sized, Casual Slim Fit Shirt",119.0
398,Shirt,Casual Slim Fit,L,yellow,63,"A yellow coloured, L sized, Casual Slim Fit Shirt",119.0
399,Shirt,Casual Slim Fit,XL,yellow,78,"A yellow coloured, XL sized, Casual Slim Fit Shirt",119.0
400,Shirt,Casual Slim Fit,XS,green,69,"A green coloured, XS sized, Casual Slim Fit Shirt",119.0
401,Shirt,Casual Slim Fit,S,green,72,"A green coloured, S sized, Casual Slim Fit Shirt",119.0
402,Shirt,Casual Slim Fit,M,green,67,"A green coloured, M sized, Casual Slim Fit Shirt",119.0
403,Shirt,Casual Slim Fit,L,green,54,"A green coloured, L sized, Casual Slim Fit Shirt",119.0
404,Shirt,Casual Slim Fit,XL,green,41,"A green coloured, XL sized, Casual Slim Fit Shirt",119.0
405,Shirt,Casual Slim Fit,XS,blue,55,"A blue coloured, XS sized, Casual Slim Fit Shirt",119.0
406,Shirt,Casual Slim Fit,S,blue,75,"A blue coloured, S sized, Casual Slim Fit Shirt",119.0
407,Shirt,Casual Slim Fit,M,blue,61,"A blue coloured, M sized, Casual Slim Fit Shirt",119.0
408,Shirt,Casual Slim Fit,L,blue,75,"A blue coloured, L sized, Casual Slim Fit Shirt",119.0
409,Shirt,Casual Slim Fit,XL,blue,68,"A blue coloured, XL sized, Casual Slim Fit Shirt",119.0
410,Shirt,Casual Slim Fit,XS,indigo,57,"A indigo coloured, XS sized, Casual Slim Fit Shirt",119.0
411,Shirt,Casual Slim Fit,S,indigo,65,"A indigo coloured, S sized, Casual Slim Fit Shirt",119.0
412,Shirt,Casual Slim Fit,M,indigo,65,"A indigo coloured, M sized, Casual Slim Fit Shirt",119.0
413,Shirt,Casual Slim Fit,L,indigo,60,"A indigo coloured, L sized, Casual Slim Fit Shirt",119.0
414,Shirt,Casual Slim Fit,XL,indigo,40,"A indigo coloured, XL sized, Casual Slim Fit Shirt",119.0
415,Shirt,Casual Slim Fit,XS,violet,55,"A violet coloured, XS sized, Casual Slim Fit Shirt",119.0
416,Shirt,Casual Slim Fit,S,violet,50,"A violet coloured, S sized, Casual Slim Fit Shirt",119.0
417,Shirt,Casual Slim Fit,M,violet,46,"A violet coloured, M sized, Casual Slim Fit Shirt",119.0
418,Shirt,Casual Slim Fit,L,violet,65,"A violet coloured, L sized, Casual Slim Fit Shirt",119.0
419,Shirt,Casual Slim Fit,XL,violet,57,"A violet coloured, XL sized, Casual Slim Fit Shirt",119.0
420,Jacket,Denim,XS,red,60,"A red coloured, XS sized, Denim Jacket",107.0
421,Jacket,Denim,S,red,69,"A red coloured, S sized, Denim Jacket",107.0
422,Jacket,Denim,M,red,43,"A red coloured, M sized, Denim Jacket",107.0
423,Jacket,Denim,L,red,63,"A red coloured, L sized, Denim Jacket",107.0
424,Jacket,Denim,XL,red,58,"A red coloured, XL sized, Denim Jacket",107.0
425,Jacket,Denim,XS,orange,60,"A orange coloured, XS sized, Denim Jacket",107.0
426,Jacket,Denim,S,orange,51,"A orange coloured, S sized, Denim Jacket",107.0
427,Jacket,Denim,M,orange,48,"A orange coloured, M sized, Denim Jacket",107.0
428,Jacket,Denim,L,orange,73,"A orange coloured, L sized, Denim Jacket",107.0
429,Jacket,Denim,XL,orange,79,"A orange coloured, XL sized, Denim Jacket",107.0
430,Jacket,Denim,XS,yellow,52,"A yellow coloured, XS sized, Denim Jacket",107.0
431,Jacket,Denim,S,yellow,43,"A yellow coloured, S sized, Denim Jacket",107.0
433,Jacket,Denim,L,yellow,44,"A yellow coloured, L sized, Denim Jacket",107.0
434,Jacket,Denim,XL,yellow,56,"A yellow coloured, XL sized, Denim Jacket",107.0
436,Jacket,Denim,S,green,49,"A green coloured, S sized, Denim Jacket",107.0
437,Jacket,Denim,M,green,79,"A green coloured, M sized, Denim Jacket",107.0
438,Jacket,Denim,L,green,52,"A green coloured, L sized, Denim Jacket",107.0
439,Jacket,Denim,XL,green,59,"A green coloured, XL sized, Denim Jacket",107.0
440,Jacket,Denim,XS,blue,49,"A blue coloured, XS sized, Denim Jacket",107.0
441,Jacket,Denim,S,blue,56,"A blue coloured, S sized, Denim Jacket",107.0
442,Jacket,Denim,M,blue,61,"A blue coloured, M sized, Denim Jacket",107.0
443,Jacket,Denim,L,blue,42,"A blue coloured, L sized, Denim Jacket",107.0
444,Jacket,Denim,XL,blue,80,"A blue coloured, XL sized, Denim Jacket",107.0
445,Jacket,Denim,XS,indigo,75,"A indigo coloured, XS sized, Denim Jacket",107.0
447,Jacket,Denim,M,indigo,52,"A indigo coloured, M sized, Denim Jacket",107.0
448,Jacket,Denim,L,indigo,67,"A indigo coloured, L sized, Denim Jacket",107.0
449,Jacket,Denim,XL,indigo,51,"A indigo coloured, XL sized, Denim Jacket",107.0
450,Jacket,Denim,XS,violet,65,"A violet coloured, XS sized, Denim Jacket",107.0
451,Jacket,Denim,S,violet,73,"A violet coloured, S sized, Denim Jacket",107.0
452,Jacket,Denim,M,violet,43,"A violet coloured, M sized, Denim Jacket",107.0
453,Jacket,Denim,L,violet,50,"A violet coloured, L sized, Denim Jacket",107.0
454,Jacket,Denim,XL,violet,63,"A violet coloured, XL sized, Denim Jacket",107.0
455,Jacket,Puffer,XS,red,67,"A red coloured, XS sized, Puffer Jacket",118.0
456,Jacket,Puffer,S,red,62,"A red coloured, S sized, Puffer Jacket",118.0
457,Jacket,Puffer,M,red,62,"A red coloured, M sized, Puffer Jacket",118.0
458,Jacket,Puffer,L,red,44,"A red coloured, L sized, Puffer Jacket",118.0
459,Jacket,Puffer,XL,red,41,"A red coloured, XL sized, Puffer Jacket",118.0
460,Jacket,Puffer,XS,orange,47,"A orange coloured, XS sized, Puffer Jacket",118.0
461,Jacket,Puffer,S,orange,69,"A orange coloured, S sized, Puffer Jacket",118.0
462,Jacket,Puffer,M,orange,61,"A orange coloured, M sized, Puffer Jacket",118.0
463,Jacket,Puffer,L,orange,66,"A orange coloured, L sized, Puffer Jacket",118.0
464,Jacket,Puffer,XL,orange,66,"A orange coloured, XL sized, Puffer Jacket",118.0
465,Jacket,Puffer,XS,yellow,55,"A yellow coloured, XS sized, Puffer Jacket",118.0
466,Jacket,Puffer,S,yellow,48,"A yellow coloured, S sized, Puffer Jacket",118.0
467,Jacket,Puffer,M,yellow,44,"A yellow coloured, M sized, Puffer Jacket",118.0
468,Jacket,Puffer,L,yellow,46,"A yellow coloured, L sized, Puffer Jacket",118.0
469,Jacket,Puffer,XL,yellow,65,"A yellow coloured, XL sized, Puffer Jacket",118.0
470,Jacket,Puffer,XS,green,41,"A green coloured, XS sized, Puffer Jacket",118.0
471,Jacket,Puffer,S,green,54,"A green coloured, S sized, Puffer Jacket",118.0
472,Jacket,Puffer,M,green,72,"A green coloured, M sized, Puffer Jacket",118.0
473,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
474,Jacket,Puffer,XL,green,42,"A green coloured, XL sized, Puffer Jacket",118.0
475,Jacket,Puffer,XS,blue,57,"A blue coloured, XS sized, Puffer Jacket",118.0
476,Jacket,Puffer,S,blue,76,"A blue coloured, S sized, Puffer Jacket",118.0
477,Jacket,Puffer,M,blue,60,"A blue coloured, M sized, Puffer Jacket",118.0
478,Jacket,Puffer,L,blue,48,"A blue coloured, L sized, Puffer Jacket",118.0
479,Jacket,Puffer,XL,blue,80,"A blue coloured, XL sized, Puffer Jacket",118.0
481,Jacket,Puffer,S,indigo,62,"A indigo coloured, S sized, Puffer Jacket",118.0
482,Jacket,Puffer,M,indigo,49,"A indigo coloured, M sized, Puffer Jacket",118.0
483,Jacket,Puffer,L,indigo,61,"A indigo coloured, L sized, Puffer Jacket",118.0
484,Jacket,Puffer,XL,indigo,60,"A indigo coloured, XL sized, Puffer Jacket",118.0
485,Jacket,Puffer,XS,violet,74,"A violet coloured, XS sized, Puffer Jacket",118.0
486,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
487,Jacket,Puffer,M,violet,43,"A violet coloured, M sized, Puffer Jacket",118.0
488,Jacket,Puffer,L,violet,49,"A violet coloured, L sized, Puffer Jacket",118.0
489,Jacket,Puffer,XL,violet,40,"A violet coloured, XL sized, Puffer Jacket",118.0
490,Jacket,Windbreaker,XS,red,79,"A red coloured, XS sized, Windbreaker Jacket",102.0
491,Jacket,Windbreaker,S,red,54,"A red coloured, S sized, Windbreaker Jacket",102.0
492,Jacket,Windbreaker,M,red,47,"A red coloured, M sized, Windbreaker Jacket",102.0
493,Jacket,Windbreaker,L,red,40,"A red coloured, L sized, Windbreaker Jacket",102.0
494,Jacket,Windbreaker,XL,red,48,"A red coloured, XL sized, Windbreaker Jacket",102.0
495,Jacket,Windbreaker,XS,orange,70,"A orange coloured, XS sized, Windbreaker Jacket",102.0
496,Jacket,Windbreaker,S,orange,55,"A orange coloured, S sized, Windbreaker Jacket",102.0
497,Jacket,Windbreaker,M,orange,45,"A orange coloured, M sized, Windbreaker Jacket",102.0
498,Jacket,Windbreaker,L,orange,68,"A orange coloured, L sized, Windbreaker Jacket",102.0
499,Jacket,Windbreaker,XL,orange,67,"A orange coloured, XL sized, Windbreaker Jacket",102.0
500,Jacket,Windbreaker,XS,yellow,50,"A yellow coloured, XS sized, Windbreaker Jacket",102.0
501,Jacket,Windbreaker,S,yellow,66,"A yellow coloured, S sized, Windbreaker Jacket",102.0
502,Jacket,Windbreaker,M,yellow,52,"A yellow coloured, M sized, Windbreaker Jacket",102.0
503,Jacket,Windbreaker,L,yellow,70,"A yellow coloured, L sized, Windbreaker Jacket",102.0
504,Jacket,Windbreaker,XL,yellow,58,"A yellow coloured, XL sized, Windbreaker Jacket",102.0
505,Jacket,Windbreaker,XS,green,57,"A green coloured, XS sized, Windbreaker Jacket",102.0
506,Jacket,Windbreaker,S,green,65,"A green coloured, S sized, Windbreaker Jacket",102.0
507,Jacket,Windbreaker,M,green,63,"A green coloured, M sized, Windbreaker Jacket",102.0
508,Jacket,Windbreaker,L,green,62,"A green coloured, L sized, Windbreaker Jacket",102.0
509,Jacket,Windbreaker,XL,green,71,"A green coloured, XL sized, Windbreaker Jacket",102.0
510,Jacket,Windbreaker,XS,blue,59,"A blue coloured, XS sized, Windbreaker Jacket",102.0
511,Jacket,Windbreaker,S,blue,41,"A blue coloured, S sized, Windbreaker Jacket",102.0
512,Jacket,Windbreaker,M,blue,70,"A blue coloured, M sized, Windbreaker Jacket",102.0
513,Jacket,Windbreaker,L,blue,41,"A blue coloured, L sized, Windbreaker Jacket",102.0
514,Jacket,Windbreaker,XL,blue,59,"A blue coloured, XL sized, Windbreaker Jacket",102.0
515,Jacket,Windbreaker,XS,indigo,79,"A indigo coloured, XS sized, Windbreaker Jacket",102.0
516,Jacket,Windbreaker,S,indigo,62,"A indigo coloured, S sized, Windbreaker Jacket",102.0
517,Jacket,Windbreaker,M,indigo,56,"A indigo coloured, M sized, Windbreaker Jacket",102.0
518,Jacket,Windbreaker,L,indigo,67,"A indigo coloured, L sized, Windbreaker Jacket",102.0
519,Jacket,Windbreaker,XL,indigo,60,"A indigo coloured, XL sized, Windbreaker Jacket",102.0
520,Jacket,Windbreaker,XS,violet,68,"A violet coloured, XS sized, Windbreaker Jacket",102.0
521,Jacket,Windbreaker,S,violet,46,"A violet coloured, S sized, Windbreaker Jacket",102.0
522,Jacket,Windbreaker,M,violet,64,"A violet coloured, M sized, Windbreaker Jacket",102.0
523,Jacket,Windbreaker,L,violet,72,"A violet coloured, L sized, Windbreaker Jacket",102.0
524,Jacket,Windbreaker,XL,violet,54,"A violet coloured, XL sized, Windbreaker Jacket",102.0
525,Jacket,Leather,XS,red,67,"A red coloured, XS sized, Leather Jacket",98.0
526,Jacket,Leather,S,red,80,"A red coloured, S sized, Leather Jacket",98.0
527,Jacket,Leather,M,red,54,"A red coloured, M sized, Leather Jacket",98.0
528,Jacket,Leather,L,red,76,"A red coloured, L sized, Leather Jacket",98.0
529,Jacket,Leather,XL,red,52,"A red coloured, XL sized, Leather Jacket",98.0
530,Jacket,Leather,XS,orange,63,"A orange coloured, XS sized, Leather Jacket",98.0
532,Jacket,Leather,M,orange,80,"A orange coloured, M sized, Leather Jacket",98.0
533,Jacket,Leather,L,orange,78,"A orange coloured, L sized, Leather Jacket",98.0
534,Jacket,Leather,XL,orange,64,"A orange coloured, XL sized, Leather Jacket",98.0
535,Jacket,Leather,XS,yellow,73,"A yellow coloured, XS sized, Leather Jacket",98.0
536,Jacket,Leather,S,yellow,41,"A yellow coloured, S sized, Leather Jacket",98.0
537,Jacket,Leather,M,yellow,77,"A yellow coloured, M sized, Leather Jacket",98.0
538,Jacket,Leather,L,yellow,45,"A yellow coloured, L sized, Leather Jacket",98.0
539,Jacket,Leather,XL,yellow,67,"A yellow coloured, XL sized, Leather Jacket",98.0
540,Jacket,Leather,XS,green,57,"A green coloured, XS sized, Leather Jacket",98.0
541,Jacket,Leather,S,green,77,"A green coloured, S sized, Leather Jacket",98.0
542,Jacket,Leather,M,green,45,"A green coloured, M sized, Leather Jacket",98.0
543,Jacket,Leather,L,green,71,"A green coloured, L sized, Leather Jacket",98.0
544,Jacket,Leather,XL,green,58,"A green coloured, XL sized, Leather Jacket",98.0
545,Jacket,Leather,XS,blue,77,"A blue coloured, XS sized, Leather Jacket",98.0
546,Jacket,Leather,S,blue,75,"A blue coloured, S sized, Leather Jacket",98.0
547,Jacket,Leather,M,blue,60,"A blue coloured, M sized, Leather Jacket",98.0
548,Jacket,Leather,L,blue,62,"A blue coloured, L sized, Leather Jacket",98.0
549,Jacket,Leather,XL,blue,67,"A blue coloured, XL sized, Leather Jacket",98.0
550,Jacket,Leather,XS,indigo,78,"A indigo coloured, XS sized, Leather Jacket",98.0
551,Jacket,Leather,S,indigo,40,"A indigo coloured, S sized, Leather Jacket",98.0
552,Jacket,Leather,M,indigo,71,"A indigo coloured, M sized, Leather Jacket",98.0
553,Jacket,Leather,L,indigo,79,"A indigo coloured, L sized, Leather Jacket",98.0
554,Jacket,Leather,XL,indigo,52,"A indigo coloured, XL sized, Leather Jacket",98.0
555,Jacket,Leather,XS,violet,70,"A violet coloured, XS sized, Leather Jacket",98.0
556,Jacket,Leather,S,violet,65,"A violet coloured, S sized, Leather Jacket",98.0
557,Jacket,Leather,M,violet,40,"A violet coloured, M sized, Leather Jacket",98.0
558,Jacket,Leather,L,violet,78,"A violet coloured, L sized, Leather Jacket",98.0
559,Jacket,Leather,XL,violet,58,"A violet coloured, XL sized, Leather Jacket",98.0
560,Jacket,Bomber,XS,red,76,"A red coloured, XS sized, Bomber Jacket",100.0
561,Jacket,Bomber,S,red,74,"A red coloured, S sized, Bomber Jacket",100.0
562,Jacket,Bomber,M,red,79,"A red coloured, M sized, Bomber Jacket",100.0
563,Jacket,Bomber,L,red,50,"A red coloured, L sized, Bomber Jacket",100.0
564,Jacket,Bomber,XL,red,62,"A red coloured, XL sized, Bomber Jacket",100.0
565,Jacket,Bomber,XS,orange,80,"A orange coloured, XS sized, Bomber Jacket",100.0
566,Jacket,Bomber,S,orange,49,"A orange coloured, S sized, Bomber Jacket",100.0
567,Jacket,Bomber,M,orange,69,"A orange coloured, M sized, Bomber Jacket",100.0
568,Jacket,Bomber,L,orange,71,"A orange coloured, L sized, Bomber Jacket",100.0
569,Jacket,Bomber,XL,orange,69,"A orange coloured, XL sized, Bomber Jacket",100.0
570,Jacket,Bomber,XS,yellow,57,"A yellow coloured, XS sized, Bomber Jacket",100.0
571,Jacket,Bomber,S,yellow,64,"A yellow coloured, S sized, Bomber Jacket",100.0
572,Jacket,Bomber,M,yellow,71,"A yellow coloured, M sized, Bomber Jacket",100.0
573,Jacket,Bomber,L,yellow,54,"A yellow coloured, L sized, Bomber Jacket",100.0
574,Jacket,Bomber,XL,yellow,50,"A yellow coloured, XL sized, Bomber Jacket",100.0
575,Jacket,Bomber,XS,green,48,"A green coloured, XS sized, Bomber Jacket",100.0
576,Jacket,Bomber,S,green,54,"A green coloured, S sized, Bomber Jacket",100.0
577,Jacket,Bomber,M,green,61,"A green coloured, M sized, Bomber Jacket",100.0
578,Jacket,Bomber,L,green,78,"A green coloured, L sized, Bomber Jacket",100.0
579,Jacket,Bomber,XL,green,79,"A green coloured, XL sized, Bomber Jacket",100.0
580,Jacket,Bomber,XS,blue,44,"A blue coloured, XS sized, Bomber Jacket",100.0
581,Jacket,Bomber,S,blue,50,"A blue coloured, S sized, Bomber Jacket",100.0
582,Jacket,Bomber,M,blue,44,"A blue coloured, M sized, Bomber Jacket",100.0
583,Jacket,Bomber,L,blue,64,"A blue coloured, L sized, Bomber Jacket",100.0
584,Jacket,Bomber,XL,blue,47,"A blue coloured, XL sized, Bomber Jacket",100.0
585,Jacket,Bomber,XS,indigo,59,"A indigo coloured, XS sized, Bomber Jacket",100.0
586,Jacket,Bomber,S,indigo,41,"A indigo coloured, S sized, Bomber Jacket",100.0
587,Jacket,Bomber,M,indigo,52,"A indigo coloured, M sized, Bomber Jacket",100.0
588,Jacket,Bomber,L,indigo,51,"A indigo coloured, L sized, Bomber Jacket",100.0
589,Jacket,Bomber,XL,indigo,50,"A indigo coloured, XL sized, Bomber Jacket",100.0
590,Jacket,Bomber,XS,violet,75,"A violet coloured, XS sized, Bomber Jacket",100.0
591,Jacket,Bomber,S,violet,45,"A violet coloured, S sized, Bomber Jacket",100.0
592,Jacket,Bomber,M,violet,45,"A violet coloured, M sized, Bomber Jacket",100.0
593,Jacket,Bomber,L,violet,68,"A violet coloured, L sized, Bomber Jacket",100.0
594,Jacket,Bomber,XL,violet,53,"A violet coloured, XL sized, Bomber Jacket",100.0
595,Jacket,Cardigan,XS,red,51,"A red coloured, XS sized, Cardigan Jacket",112.0
596,Jacket,Cardigan,S,red,47,"A red coloured, S sized, Cardigan Jacket",112.0
597,Jacket,Cardigan,M,red,70,"A red coloured, M sized, Cardigan Jacket",112.0
598,Jacket,Cardigan,L,red,41,"A red coloured, L sized, Cardigan Jacket",112.0
599,Jacket,Cardigan,XL,red,54,"A red coloured, XL sized, Cardigan Jacket",112.0
600,Jacket,Cardigan,XS,orange,46,"A orange coloured, XS sized, Cardigan Jacket",112.0
602,Jacket,Cardigan,M,orange,54,"A orange coloured, M sized, Cardigan Jacket",112.0
603,Jacket,Cardigan,L,orange,79,"A orange coloured, L sized, Cardigan Jacket",112.0
604,Jacket,Cardigan,XL,orange,75,"A orange coloured, XL sized, Cardigan Jacket",112.0
605,Jacket,Cardigan,XS,yellow,46,"A yellow coloured, XS sized, Cardigan Jacket",112.0
606,Jacket,Cardigan,S,yellow,79,"A yellow coloured, S sized, Cardigan Jacket",112.0
607,Jacket,Cardigan,M,yellow,64,"A yellow coloured, M sized, Cardigan Jacket",112.0
608,Jacket,Cardigan,L,yellow,50,"A yellow coloured, L sized, Cardigan Jacket",112.0
609,Jacket,Cardigan,XL,yellow,42,"A yellow coloured, XL sized, Cardigan Jacket",112.0
610,Jacket,Cardigan,XS,green,40,"A green coloured, XS sized, Cardigan Jacket",112.0
